"ngrams","I","n","S"
"doldam","P",1,"Pharma"
"doldy","P",1,"Pharma"
"doleeey","P",1,"Pharma"
"doleodaiin","P",1,"Pharma"
"doly","P",2,"Pharma"
"dom","P",1,"Pharma"
"dor","P",14,"Pharma"
"doral","P",1,"Pharma"
"dorar","P",1,"Pharma"
"dordod","P",1,"Pharma"
"doror","P",1,"Pharma"
"dorsheoy","P",1,"Pharma"
"dory","P",1,"Pharma"
"doteoda","P",1,"Pharma"
"dralar","P",1,"Pharma"
"dsheody","P",1,"Pharma"
"dsheol","P",2,"Pharma"
"dsheor","P",1,"Pharma"
"dshody","P",1,"Pharma"
"dshor","P",1,"Pharma"
"du","P",1,"Pharma"
"dy","P",15,"Pharma"
"dydy","P",1,"Pharma"
"dykchal","P",1,"Pharma"
"dykeor","P",1,"Pharma"
"dytoly","P",1,"Pharma"
"eair","P",1,"Pharma"
"eeckhy","P",1,"Pharma"
"eeeey","P",1,"Pharma"
"eeeokor","P",1,"Pharma"
"eeey","P",1,"Pharma"
"eeor","P",1,"Pharma"
"eeos","P",1,"Pharma"
"ees","P",1,"Pharma"
"eesos","P",1,"Pharma"
"ekey","P",1,"Pharma"
"eo","P",1,"Pharma"
"eosaiin","P",1,"Pharma"
"et","P",1,"Pharma"
"eteeos","P",1,"Pharma"
"etolctheol","P",1,"Pharma"
"fcheody","P",1,"Pharma"
"fchod","P",1,"Pharma"
"fodaiin","P",1,"Pharma"
"fol","P",1,"Pharma"
"folshody","P",1,"Pharma"
"kam","P",1,"Pharma"
"kchdol","P",1,"Pharma"
"kcheol","P",1,"Pharma"
"kchey","P",1,"Pharma"
"kchody","P",1,"Pharma"
"kchor","P",1,"Pharma"
"keeo","P",3,"Pharma"
"keeodaiin","P",1,"Pharma"
"keeody","P",3,"Pharma"
"keeol","P",5,"Pharma"
"keeor","P",1,"Pharma"
"keey","P",5,"Pharma"
"keo","P",1,"Pharma"
"keodal","P",1,"Pharma"
"keody","P",2,"Pharma"
"keol","P",1,"Pharma"
"keor","P",2,"Pharma"
"ker","P",1,"Pharma"
"keshey","P",1,"Pharma"
"key","P",2,"Pharma"
"koaiphhy","P",1,"Pharma"
"kochor","P",1,"Pharma"
"kockhas","P",1,"Pharma"
"kodaiin","P",1,"Pharma"
"kody","P",1,"Pharma"
"koeeorain","P",1,"Pharma"
"koiin","P",1,"Pharma"
"kol","P",4,"Pharma"
"koldarod","P",1,"Pharma"
"koleearol","P",1,"Pharma"
"kolor","P",1,"Pharma"
"kor","P",6,"Pharma"
"korain","P",1,"Pharma"
"kory","P",1,"Pharma"
"kosar","P",1,"Pharma"
"kosholda","P",1,"Pharma"
"ksheody","P",1,"Pharma"
"l","P",1,"Pharma"
"lchdy","P",1,"Pharma"
"lcheo","P",1,"Pharma"
"lchey","P",1,"Pharma"
"lchol","P",1,"Pharma"
"lkeo","P",1,"Pharma"
"lkeopol","P",1,"Pharma"
"loiiin","P",2,"Pharma"
"lol","P",1,"Pharma"
"lor","P",1,"Pharma"
"loralody","P",1,"Pharma"
"loy","P",1,"Pharma"
"lsais","P",1,"Pharma"
"lshody","P",1,"Pharma"
"ltcheody","P",1,"Pharma"
"ly","P",1,"Pharma"
"o","P",4,"Pharma"
"oaiin","P",1,"Pharma"
"oairar","P",1,"Pharma"
"oaro","P",1,"Pharma"
"ochar","P",1,"Pharma"
"ocheos","P",1,"Pharma"
"ochy","P",1,"Pharma"
"ockhey","P",3,"Pharma"
"ockhody","P",1,"Pharma"
"ockhy","P",2,"Pharma"
"octhey","P",1,"Pharma"
"octhody","P",1,"Pharma"
"octhos","P",1,"Pharma"
"odaidy","P",1,"Pharma"
"odaiin","P",3,"Pharma"
"odal","P",1,"Pharma"
"odalydary","P",1,"Pharma"
"odariin","P",1,"Pharma"
"odeeeey","P",1,"Pharma"
"odeor","P",1,"Pharma"
"odey","P",1,"Pharma"
"odoiin","P",1,"Pharma"
"odor","P",3,"Pharma"
"odory","P",1,"Pharma"
"ody","P",4,"Pharma"
"oeeaiin","P",1,"Pharma"
"oeees","P",1,"Pharma"
"oeeesary","P",1,"Pharma"
"oeeo","P",1,"Pharma"
"oeeor","P",3,"Pharma"
"oekey","P",1,"Pharma"
"oeksa","P",1,"Pharma"
"oeo","P",1,"Pharma"
"oeoikhy","P",1,"Pharma"
"ofaiin","P",1,"Pharma"
"ofakal","P",1,"Pharma"
"ofal","P",1,"Pharma"
"ofaldo","P",1,"Pharma"
"ofcheol","P",1,"Pharma"
"ofyskydal","P",1,"Pharma"
"oiees","P",1,"Pharma"
"oiiin","P",2,"Pharma"
"oiin","P",6,"Pharma"
"oiir","P",1,"Pharma"
"ok","P",1,"Pharma"
"okaiin","P",6,"Pharma"
"okaiir","P",1,"Pharma"
"okain","P",1,"Pharma"
"okal","P",4,"Pharma"
"okalda","P",1,"Pharma"
"okaldy","P",1,"Pharma"
"okar","P",6,"Pharma"
"okary","P",1,"Pharma"
"okcheor","P",1,"Pharma"
"okchey","P",1,"Pharma"
"okchoda","P",1,"Pharma"
"okchol","P",3,"Pharma"
"okchshy","P",1,"Pharma"
"okchy","P",1,"Pharma"
"okear","P",1,"Pharma"
"okechy","P",1,"Pharma"
"okeedy","P",1,"Pharma"
"okeeeo","P",1,"Pharma"
"okeeeol","P",1,"Pharma"
"okeeey","P",5,"Pharma"
"okeeo","P",1,"Pharma"
"okeeody","P",2,"Pharma"
"okeeol","P",8,"Pharma"
"okeeor","P",4,"Pharma"
"okeeos","P",1,"Pharma"
"okeeoy","P",1,"Pharma"
"okeey","P",23,"Pharma"
"okeo","P",3,"Pharma"
"okeod","P",1,"Pharma"
"okeodor","P",1,"Pharma"
"okeody","P",7,"Pharma"
"okeol","P",30,"Pharma"
"okeoldy","P",1,"Pharma"
"okeoly","P",3,"Pharma"
"okeom","P",2,"Pharma"
"okeor","P",6,"Pharma"
"okeos","P",2,"Pharma"
"okeoy","P",2,"Pharma"
"okesy","P",1,"Pharma"
"okey","P",11,"Pharma"
"okoaiin","P",1,"Pharma"
"okockhy","P",1,"Pharma"
"okodaiin","P",1,"Pharma"
"okody","P",4,"Pharma"
"okoiin","P",3,"Pharma"
"okol","P",23,"Pharma"
"okolaiin","P",2,"Pharma"
"okoldaly","P",1,"Pharma"
"okoldody","P",1,"Pharma"
"okoldy","P",3,"Pharma"
"okolo","P",1,"Pharma"
"okolol","P",1,"Pharma"
"okols","P",1,"Pharma"
"okoly","P",2,"Pharma"
"okolyd","P",1,"Pharma"
"okor","P",9,"Pharma"
"okoraiin","P",2,"Pharma"
"okoraldy","P",1,"Pharma"
"okoramog","P",1,"Pharma"
"okoroeey","P",1,"Pharma"
"okory","P",1,"Pharma"
"okos","P",1,"Pharma"
"okshd","P",1,"Pharma"
"okshey","P",1,"Pharma"
"oky","P",8,"Pharma"
"ol","P",42,"Pharma"
"olaiin","P",9,"Pharma"
"olaiir","P",1,"Pharma"
"olaldy","P",1,"Pharma"
"olcheem","P",1,"Pharma"
"olcheeol","P",1,"Pharma"
"olcheody","P",1,"Pharma"
"olcheol","P",2,"Pharma"
"olcheom","P",1,"Pharma"
"olcheor","P",2,"Pharma"
"olchey","P",2,"Pharma"
"olchor","P",3,"Pharma"
"oldaiin","P",4,"Pharma"
"oldain","P",1,"Pharma"
"oldal","P",1,"Pharma"
"oldam","P",2,"Pharma"
"oldar","P",1,"Pharma"
"oldeey","P",1,"Pharma"
"oldy","P",6,"Pharma"
"oleees","P",1,"Pharma"
"oleeol","P",1,"Pharma"
"olekor","P",1,"Pharma"
"olkeeoldy","P",1,"Pharma"
"olkeey","P",1,"Pharma"
"olkeeycthy","P",1,"Pharma"
"olkeol","P",2,"Pharma"
"olkey","P",2,"Pharma"
"olkor","P",1,"Pharma"
"olky","P",1,"Pharma"
"oloiis","P",1,"Pharma"
"oloiram","P",1,"Pharma"
"olpchey","P",1,"Pharma"
"olrodar","P",1,"Pharma"
"ols","P",4,"Pharma"
"olsheody","P",1,"Pharma"
"olsho","P",1,"Pharma"
"olshy","P",1,"Pharma"
"olsy","P",1,"Pharma"
"oly","P",1,"Pharma"
"om","P",4,"Pharma"
"omam","P",1,"Pharma"
"ooror","P",1,"Pharma"
"opaiin","P",1,"Pharma"
"opaloiiry","P",1,"Pharma"
"opar","P",1,"Pharma"
"oparal","P",1,"Pharma"
"opcharoiin","P",1,"Pharma"
"opchdard","P",1,"Pharma"
"opcheedey","P",1,"Pharma"
"opcheol","P",1,"Pharma"
"opcheor","P",2,"Pharma"
"opchey","P",1,"Pharma"
"opchor","P",1,"Pharma"
"opchosam","P",1,"Pharma"
"opchy","P",1,"Pharma"
"ophey","P",1,"Pharma"
"opodaiin","P",1,"Pharma"
"opol","P",1,"Pharma"
"opolkod","P",1,"Pharma"
"opolsy","P",1,"Pharma"
"opor","P",1,"Pharma"
"opsho","P",1,"Pharma"
"opykey","P",1,"Pharma"
"oqoeeol","P",1,"Pharma"
"or","P",32,"Pharma"
"oraiin","P",4,"Pharma"
"orald","P",1,"Pharma"
"oraloly","P",1,"Pharma"
"oram","P",1,"Pharma"
"orar","P",3,"Pharma"
"orarol","P",1,"Pharma"
"orchor","P",1,"Pharma"
"oreso","P",1,"Pharma"
"orey","P",1,"Pharma"
"oro","P",1,"Pharma"
"orockhey","P",1,"Pharma"
"orol","P",1,"Pharma"
"orolaly","P",1,"Pharma"
"oror","P",1,"Pharma"
"orsheoldy","P",1,"Pharma"
"ory","P",3,"Pharma"
"os","P",4,"Pharma"
"osal","P",1,"Pharma"
"osary","P",1,"Pharma"
"otaiin","P",3,"Pharma"
"otair","P",1,"Pharma"
"otal","P",4,"Pharma"
"otalam","P",1,"Pharma"
"otaldy","P",1,"Pharma"
"otalsy","P",1,"Pharma"
"otaly","P",2,"Pharma"
"otam","P",1,"Pharma"
"otar","P",3,"Pharma"
"otaramy","P",1,"Pharma"
"otarar","P",1,"Pharma"
"otcham","P",1,"Pharma"
"otchar","P",1,"Pharma"
"otchol","P",2,"Pharma"
"otchor","P",1,"Pharma"
"otdordy","P",1,"Pharma"
"otear","P",1,"Pharma"
"otechy","P",1,"Pharma"
"oteee","P",1,"Pharma"
"oteeod","P",1,"Pharma"
"oteeody","P",2,"Pharma"
"oteeor","P",1,"Pharma"
"oteeos","P",1,"Pharma"
"oteey","P",5,"Pharma"
"oteo","P",1,"Pharma"
"oteod","P",1,"Pharma"
"oteody","P",4,"Pharma"
"oteoefol","P",1,"Pharma"
"oteol","P",6,"Pharma"
"oteor","P",2,"Pharma"
"oteos","P",2,"Pharma"
"otey","P",1,"Pharma"
"otockey","P",1,"Pharma"
"otodeeodor","P",1,"Pharma"
"otoikhy","P",1,"Pharma"
"otokol","P",1,"Pharma"
"otoky","P",2,"Pharma"
"otol","P",7,"Pharma"
"otola","P",1,"Pharma"
"otolarol","P",1,"Pharma"
"otolchey","P",1,"Pharma"
"otoldy","P",4,"Pharma"
"otolfcho","P",1,"Pharma"
"otolky","P",1,"Pharma"
"otolsar","P",1,"Pharma"
"otor","P",2,"Pharma"
"otoraiin","P",1,"Pharma"
"otorain","P",1,"Pharma"
"otoram","P",1,"Pharma"
"otorchety","P",1,"Pharma"
"otory","P",2,"Pharma"
"otsheey","P",1,"Pharma"
"oty","P",1,"Pharma"
"otyda","P",1,"Pharma"
"otydary","P",1,"Pharma"
"pcheody","P",2,"Pharma"
"pcheol","P",2,"Pharma"
"pcheoly","P",1,"Pharma"
"pchodaiin","P",1,"Pharma"
"pchol","P",2,"Pharma"
"pcholy","P",1,"Pharma"
"poaiin","P",1,"Pharma"
"podeesho","P",1,"Pharma"
"poeeas","P",1,"Pharma"
"polaiin","P",1,"Pharma"
"poldy","P",1,"Pharma"
"por","P",2,"Pharma"
"porechol","P",1,"Pharma"
"porshols","P",1,"Pharma"
"pshodaiin","P",1,"Pharma"
"pshol","P",1,"Pharma"
"pydaeey","P",1,"Pharma"
"qeaiin","P",1,"Pharma"
"qekeor","P",1,"Pharma"
"qekor","P",1,"Pharma"
"qkeeey","P",1,"Pharma"
"qkeeody","P",1,"Pharma"
"qkeey","P",1,"Pharma"
"qkeody","P",1,"Pharma"
"qkol","P",2,"Pharma"
"qkoldy","P",1,"Pharma"
"qkory","P",1,"Pharma"
"qkos","P",1,"Pharma"
"qo","P",1,"Pharma"
"qoaiin","P",3,"Pharma"
"qoaikhy","P",1,"Pharma"
"qoair","P",1,"Pharma"
"qoaithy","P",1,"Pharma"
"qoar","P",1,"Pharma"
"qocheey","P",1,"Pharma"
"qockhedy","P",1,"Pharma"
"qockheey","P",1,"Pharma"
"qockheol","P",1,"Pharma"
"qockheor","P",1,"Pharma"
"qockhey","P",6,"Pharma"
"qockhhy","P",1,"Pharma"
"qockhody","P",1,"Pharma"
"qockhol","P",6,"Pharma"
"qockhy","P",6,"Pharma"
"qocphey","P",1,"Pharma"
"qocthor","P",1,"Pharma"
"qocthy","P",1,"Pharma"
"qoda","P",1,"Pharma"
"qodaiin","P",2,"Pharma"
"qodam","P",1,"Pharma"
"qodar","P",1,"Pharma"
"qody","P",1,"Pharma"
"qoeair","P",1,"Pharma"
"qoeeey","P",1,"Pharma"
"qoeeody","P",1,"Pharma"
"qoeeol","P",1,"Pharma"
"qoeeor","P",1,"Pharma"
"qoeey","P",4,"Pharma"
"qoekeey","P",1,"Pharma"
"qoekeol","P",1,"Pharma"
"qoekeor","P",1,"Pharma"
"qoekol","P",2,"Pharma"
"qoeol","P",4,"Pharma"
"qoetal","P",1,"Pharma"
"qoeteey","P",1,"Pharma"
"qofoiin","P",1,"Pharma"
"qok","P",1,"Pharma"
"qokaiin","P",2,"Pharma"
"qokair","P",1,"Pharma"
"qokal","P",2,"Pharma"
"qokar","P",4,"Pharma"
"qokcheody","P",1,"Pharma"
"qokcheol","P",1,"Pharma"
"qokchey","P",1,"Pharma"
"qokchol","P",1,"Pharma"
"qokchor","P",1,"Pharma"
"qokchy","P",1,"Pharma"
"qokechy","P",1,"Pharma"
"qokedy","P",1,"Pharma"
"qokeechom","P",1,"Pharma"
"qokeeeor","P",1,"Pharma"
"qokeeey","P",2,"Pharma"
"qokeeo","P",4,"Pharma"
"qokeeody","P",2,"Pharma"
"qokeeol","P",5,"Pharma"
"qokeeor","P",2,"Pharma"
"qokeey","P",21,"Pharma"
"qokeo","P",3,"Pharma"
"qokeod","P",3,"Pharma"
"qokeoda","P",1,"Pharma"
"qokeodol","P",1,"Pharma"
"qokeody","P",14,"Pharma"
"qokeoefy","P",1,"Pharma"
"qokeol","P",24,"Pharma"
"qokeolo","P",1,"Pharma"
"qokeom","P",1,"Pharma"
"qokeor","P",8,"Pharma"
"qokeos","P",2,"Pharma"
"qokey","P",10,"Pharma"
"qoko","P",1,"Pharma"
"qokod","P",1,"Pharma"
"qokody","P",1,"Pharma"
"qokoiiin","P",1,"Pharma"
"qokol","P",21,"Pharma"
"qokold","P",1,"Pharma"
"qokoly","P",1,"Pharma"
"qokomo","P",1,"Pharma"
"qokor","P",3,"Pharma"
"qokorar","P",1,"Pharma"
"qokos","P",1,"Pharma"
"qokshdy","P",1,"Pharma"
"qoky","P",6,"Pharma"
"qol","P",4,"Pharma"
"qoochey","P",1,"Pharma"
"qooiin","P",1,"Pharma"
"qool","P",1,"Pharma"
"qoolkeey","P",1,"Pharma"
"qoor","P",6,"Pharma"
"qoorar","P",1,"Pharma"
"qopcholy","P",1,"Pharma"
"qopdol","P",1,"Pharma"
"qopol","P",1,"Pharma"
"qotam","P",1,"Pharma"
"qotcho","P",1,"Pharma"
"qotchy","P",1,"Pharma"
"qoteeo","P",1,"Pharma"
"qoteeoy","P",1,"Pharma"
"qotees","P",1,"Pharma"
"qoteey","P",1,"Pharma"
"qoteo","P",1,"Pharma"
"qoteody","P",3,"Pharma"
"qoteol","P",5,"Pharma"
"qoteor","P",1,"Pharma"
"qotey","P",1,"Pharma"
"qotocthey","P",1,"Pharma"
"qotody","P",2,"Pharma"
"qotoiir","P",1,"Pharma"
"qotol","P",4,"Pharma"
"qoy","P",1,"Pharma"
"qpol","P",1,"Pharma"
"qykeeol","P",1,"Pharma"
"qyoeey","P",1,"Pharma"
"r","P",6,"Pharma"
"raiin","P",3,"Pharma"
"raldy","P",1,"Pharma"
"rch","P",1,"Pharma"
"rchol","P",1,"Pharma"
"rolsy","P",1,"Pharma"
"s","P",28,"Pharma"
"sachy","P",1,"Pharma"
"sai","P",1,"Pharma"
"saiim","P",1,"Pharma"
"saiin","P",5,"Pharma"
"saiino","P",1,"Pharma"
"saiiny","P",1,"Pharma"
"sair","P",2,"Pharma"
"sairaly","P",1,"Pharma"
"sal","P",4,"Pharma"
"saldam","P",1,"Pharma"
"salo","P",1,"Pharma"
"saloiin","P",1,"Pharma"
"salol","P",1,"Pharma"
"saly","P",1,"Pharma"
"sam","P",3,"Pharma"
"sar","P",7,"Pharma"
"sarol","P",1,"Pharma"
"saroshy","P",1,"Pharma"
"sary","P",1,"Pharma"
"scheol","P",1,"Pharma"
"seey","P",1,"Pharma"
"sfal","P",1,"Pharma"
"sh","P",2,"Pharma"
"shar","P",1,"Pharma"
"shckheol","P",1,"Pharma"
"shcty","P",1,"Pharma"
"she","P",1,"Pharma"
"shea","P",1,"Pharma"
"shear","P",1,"Pharma"
"shedy","P",1,"Pharma"
"shee","P",1,"Pharma"
"sheeckhey","P",1,"Pharma"
"sheedy","P",1,"Pharma"
"sheeo","P",1,"Pharma"
"sheeody","P",1,"Pharma"
"sheeol","P",4,"Pharma"
"sheeor","P",2,"Pharma"
"sheeos","P",1,"Pharma"
"sheeoy","P",1,"Pharma"
"sheey","P",15,"Pharma"
"shekcheor","P",1,"Pharma"
"shekeey","P",1,"Pharma"
"shekey","P",1,"Pharma"
"shekor","P",1,"Pharma"
"sheky","P",1,"Pharma"
"sheo","P",7,"Pharma"
"sheockhey","P",1,"Pharma"
"sheocphy","P",1,"Pharma"
"sheod","P",1,"Pharma"
"sheodal","P",1,"Pharma"
"sheodol","P",1,"Pharma"
"sheody","P",8,"Pharma"
"sheokeey","P",1,"Pharma"
"sheoky","P",1,"Pharma"
"sheol","P",20,"Pharma"
"sheom","P",2,"Pharma"
"sheoor","P",1,"Pharma"
"sheor","P",12,"Pharma"
"sheos","P",3,"Pharma"
"sheoy","P",1,"Pharma"
"shesee","P",1,"Pharma"
"sheseky","P",1,"Pharma"
"shey","P",19,"Pharma"
"shkeey","P",1,"Pharma"
"sho","P",8,"Pharma"
"shockhey","P",3,"Pharma"
"shockhy","P",1,"Pharma"
"shocthy","P",2,"Pharma"
"shodol","P",1,"Pharma"
"shody","P",3,"Pharma"
"shoikhy","P",2,"Pharma"
"shok","P",1,"Pharma"
"shokeeey","P",1,"Pharma"
"shokeesy","P",1,"Pharma"
"shokol","P",1,"Pharma"
"shoky","P",1,"Pharma"
"shol","P",10,"Pharma"
"sholdy","P",2,"Pharma"
"sholfchor","P",1,"Pharma"
"shor","P",5,"Pharma"
"shos","P",1,"Pharma"
"shotey","P",1,"Pharma"
"shoy","P",1,"Pharma"
"shy","P",5,"Pharma"
"skeeal","P",1,"Pharma"
"so","P",1,"Pharma"
"sochorcfhy","P",1,"Pharma"
"socthey","P",1,"Pharma"
"sodar","P",1,"Pharma"
"sody","P",1,"Pharma"
"soe","P",1,"Pharma"
"soeees","P",1,"Pharma"
"soefchocphy","P",1,"Pharma"
"sofal","P",1,"Pharma"
"soiiin","P",1,"Pharma"
"soiin","P",5,"Pharma"
"sol","P",8,"Pharma"
"sor","P",5,"Pharma"
"soraiin","P",1,"Pharma"
"soral","P",1,"Pharma"
"soraly","P",1,"Pharma"
"sorory","P",1,"Pharma"
"sory","P",2,"Pharma"
"soshckhy","P",1,"Pharma"
"soteol","P",1,"Pharma"
"sqokeo","P",1,"Pharma"
"ssheo","P",1,"Pharma"
"sshor","P",1,"Pharma"
"sy","P",4,"Pharma"
"sydarary","P",1,"Pharma"
"sykeeo","P",1,"Pharma"
"taiin","P",1,"Pharma"
"tcheol","P",1,"Pharma"
"tchey","P",1,"Pharma"
"tchodol","P",1,"Pharma"
"tchor","P",1,"Pharma"
"teeeal","P",1,"Pharma"
"teeol","P",1,"Pharma"
"teesody","P",1,"Pharma"
"teodal","P",1,"Pharma"
"teody","P",1,"Pharma"
"teol","P",3,"Pharma"
"toairshy","P",1,"Pharma"
"toar","P",1,"Pharma"
"tocheo","P",2,"Pharma"
"tody","P",1,"Pharma"
"toiin","P",1,"Pharma"
"tol","P",4,"Pharma"
"tolchd","P",1,"Pharma"
"tolchor","P",1,"Pharma"
"toly","P",1,"Pharma"
"tor","P",2,"Pharma"
"tos","P",2,"Pharma"
"tosheo","P",1,"Pharma"
"tsheeor","P",1,"Pharma"
"tshol","P",1,"Pharma"
"y","P",7,"Pharma"
"yaiin","P",1,"Pharma"
"ycheas","P",1,"Pharma"
"yched","P",1,"Pharma"
"ycheeo","P",1,"Pharma"
"ycheey","P",1,"Pharma"
"ycheo","P",3,"Pharma"
"ycheoky","P",1,"Pharma"
"ycheol","P",1,"Pharma"
"ycheor","P",2,"Pharma"
"ychey","P",2,"Pharma"
"ychol","P",1,"Pharma"
"ychor","P",2,"Pharma"
"yckhy","P",1,"Pharma"
"ydaiin","P",2,"Pharma"
"ydar","P",2,"Pharma"
"ydeeal","P",1,"Pharma"
"yfolaiin","P",2,"Pharma"
"ykar","P",1,"Pharma"
"ykchdy","P",2,"Pharma"
"ykchey","P",1,"Pharma"
"ykchochdy","P",1,"Pharma"
"ykchody","P",1,"Pharma"
"ykchol","P",1,"Pharma"
"ykchy","P",1,"Pharma"
"ykecho","P",1,"Pharma"
"ykeeam","P",1,"Pharma"
"ykeear","P",1,"Pharma"
"ykeeey","P",1,"Pharma"
"ykeeol","P",4,"Pharma"
"ykeeor","P",1,"Pharma"
"ykeey","P",11,"Pharma"
"ykeo","P",1,"Pharma"
"ykeockhey","P",1,"Pharma"
"ykeoda","P",1,"Pharma"
"ykeody","P",4,"Pharma"
"ykeol","P",4,"Pharma"
"ykeor","P",4,"Pharma"
"ykey","P",1,"Pharma"
"ykhey","P",2,"Pharma"
"ykhody","P",1,"Pharma"
"ykol","P",2,"Pharma"
"ykory","P",1,"Pharma"
"yksheey","P",1,"Pharma"
"ykyd","P",1,"Pharma"
"yl","P",1,"Pharma"
"yoiin","P",1,"Pharma"
"yokeody","P",1,"Pharma"
"yorain","P",1,"Pharma"
"yotaiin","P",1,"Pharma"
"ypchey","P",1,"Pharma"
"ypchol","P",1,"Pharma"
"ypcholdy","P",1,"Pharma"
"ypcholy","P",1,"Pharma"
"ypory","P",1,"Pharma"
"ysaiin","P",1,"Pharma"
"yshain","P",1,"Pharma"
"ysheeo","P",1,"Pharma"
"ysheod","P",1,"Pharma"
"ysho","P",1,"Pharma"
"yta","P",1,"Pharma"
"ytarem","P",1,"Pharma"
"ytchol","P",1,"Pharma"
"ytchy","P",1,"Pharma"
"yteeoldy","P",1,"Pharma"
"yteey","P",1,"Pharma"
"yteol","P",2,"Pharma"
"yteold","P",1,"Pharma"
"yteoldy","P",1,"Pharma"
"yteor","P",1,"Pharma"
"yteos","P",1,"Pharma"
"ytey","P",1,"Pharma"
"ytodaiin","P",1,"Pharma"
"ytol","P",1,"Pharma"
"ytoldy","P",1,"Pharma"
"yty","P",1,"Pharma"
"adam","S",2,"Stars"
"adchey","S",1,"Stars"
"aeeodeey","S",1,"Stars"
"ag","S",1,"Stars"
"aifhhy","S",1,"Stars"
"aifhy","S",1,"Stars"
"aiichy","S",1,"Stars"
"aiidy","S",1,"Stars"
"aiiiky","S",1,"Stars"
"aiiin","S",20,"Stars"
"aiiinro","S",1,"Stars"
"aiikam","S",1,"Stars"
"aiil","S",1,"Stars"
"aiildy","S",1,"Stars"
"aiily","S",1,"Stars"
"aiin","S",193,"Stars"
"aiip","S",1,"Stars"
"aiir","S",12,"Stars"
"aiiral","S",1,"Stars"
"aiiraly","S",1,"Stars"
"aiirody","S",1,"Stars"
"aiirol","S",1,"Stars"
"aiiry","S",1,"Stars"
"aiis","S",1,"Stars"
"aiisod","S",1,"Stars"
"aikhdy","S",1,"Stars"
"aikhy","S",1,"Stars"
"ail","S",5,"Stars"
"aildy","S",2,"Stars"
"aim","S",2,"Stars"
"ain","S",8,"Stars"
"aiphhey","S",1,"Stars"
"air","S",32,"Stars"
"airal","S",2,"Stars"
"airod","S",2,"Stars"
"airody","S",1,"Stars"
"airol","S",1,"Stars"
"airols","S",1,"Stars"
"airoy","S",1,"Stars"
"airy","S",1,"Stars"
"aisam","S",1,"Stars"
"aithchr","S",1,"Stars"
"aithy","S",1,"Stars"
"akaiiky","S",1,"Stars"
"akaiin","S",1,"Stars"
"akair","S",1,"Stars"
"akal","S",1,"Stars"
"akar","S",1,"Stars"
"akchedy","S",1,"Stars"
"akchy","S",1,"Stars"
"akey","S",1,"Stars"
"aky","S",1,"Stars"
"al","S",138,"Stars"
"alair","S",1,"Stars"
"alal","S",1,"Stars"
"alalor","S",1,"Stars"
"alam","S",5,"Stars"
"alar","S",1,"Stars"
"alchd","S",1,"Stars"
"alched","S",1,"Stars"
"alchedar","S",1,"Stars"
"alchedy","S",1,"Stars"
"alcheey","S",1,"Stars"
"alchky","S",1,"Stars"
"alchor","S",1,"Stars"
"ald","S",1,"Stars"
"aldar","S",1,"Stars"
"aldy","S",2,"Stars"
"aleey","S",1,"Stars"
"alfo","S",1,"Stars"
"alkaiin","S",4,"Stars"
"alkain","S",1,"Stars"
"alkair","S",1,"Stars"
"alkal","S",1,"Stars"
"alkam","S",3,"Stars"
"alkar","S",2,"Stars"
"alkchdy","S",1,"Stars"
"alkedy","S",1,"Stars"
"alkeear","S",1,"Stars"
"alkeedy","S",2,"Stars"
"alkeeol","S",1,"Stars"
"alkeey","S",1,"Stars"
"alky","S",2,"Stars"
"allkeam","S",1,"Stars"
"ally","S",1,"Stars"
"alo","S",2,"Stars"
"alod","S",1,"Stars"
"alodam","S",1,"Stars"
"alodar","S",1,"Stars"
"alody","S",1,"Stars"
"alog","S",1,"Stars"
"aloiiin","S",1,"Stars"
"alol","S",4,"Stars"
"alold","S",1,"Stars"
"alom","S",4,"Stars"
"alor","S",3,"Stars"
"alpchdar","S",1,"Stars"
"alpchdy","S",1,"Stars"
"als","S",1,"Stars"
"aly","S",8,"Stars"
"am","S",28,"Stars"
"aman","S",1,"Stars"
"amchd","S",1,"Stars"
"amd","S",1,"Stars"
"amom","S",1,"Stars"
"an","S",2,"Stars"
"aporair","S",1,"Stars"
"apy","S",1,"Stars"
"ar","S",141,"Stars"
"araiin","S",4,"Stars"
"arair","S",1,"Stars"
"aral","S",7,"Stars"
"aralary","S",1,"Stars"
"arald","S",1,"Stars"
"arals","S",1,"Stars"
"aram","S",4,"Stars"
"arar","S",3,"Stars"
"araral","S",1,"Stars"
"arh","S",1,"Stars"
"arl","S",1,"Stars"
"aro","S",1,"Stars"
"arodl","S",1,"Stars"
"arodly","S",1,"Stars"
"arody","S",8,"Stars"
"arol","S",3,"Stars"
"aror","S",2,"Stars"
"aroshy","S",1,"Stars"
"aroteey","S",1,"Stars"
"arsheg","S",1,"Stars"
"arshey","S",1,"Stars"
"arxor","S",1,"Stars"
"ary","S",8,"Stars"
"as","S",2,"Stars"
"aty","S",3,"Stars"
"cfheo","S",1,"Stars"
"ch","S",1,"Stars"
"chady","S",1,"Stars"
"chaiiin","S",1,"Stars"
"chaiin","S",7,"Stars"
"chaim","S",1,"Stars"
"chain","S",3,"Stars"
"chal","S",20,"Stars"
"chalal","S",1,"Stars"
"chalg","S",1,"Stars"
"chalkar","S",1,"Stars"
"chalkeedy","S",1,"Stars"
"chalor","S",1,"Stars"
"chalr","S",1,"Stars"
"cham","S",2,"Stars"
"chan","S",2,"Stars"
"char","S",27,"Stars"
"charaiin","S",1,"Stars"
